Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2019-01-16,3583.69,3658.67,3570.9,3606.3,55.70751781,200302.04139498,3595.6016219955
2019-01-15,3681.01,3684.1,3560.7,3587.1,56.20338193,202869.03147116,3609.552032364
2019-01-14,3520.53,3706.4,3520.53,3668.9,64.92227109,235120.39565659,3621.5676332494
2019-01-13,3614.3,3635.6,3489.23,3508.5,40.57202952,143946.75042006,3547.9307326517
2019-01-12,3632.1,3649.0,3578.41,3618.91,17.67347524,63897.404203476,3615.4408420399
2019-01-11,3628.5,3687.4,3584.7,3630.5,31.35606607,114142.18563775,3640.1947037278
2019-01-10,4011.06,4032.7,3553.9,3633.24,199.56362623,749280.47316138,3754.5943983691
2019-01-09,3985.0,4038.3,3957.1,3999.05,49.76273059,198761.4614707,3994.183179141
2019-01-08,3991.09,4101.6,3958.7,4000.4,46.87370197,188432.66653847,4020.008205434
2019-01-07,4052.13,4057.02,3925.3,3990.0,156.98981808,624480.27748956,3977.8393600745
2019-01-06,3800.77,4075.23,3766.9,4052.09,116.32199934,458574.12896271,3942.2820409262
2019-01-05,3838.19,3865.4,3789.39,3800.76,33.59387349,128671.30538346,3830.2015223628
2019-01-04,3783.03,3851.51,3732.8,3837.3,9.85123884,37324.244719979,3788.7869055034
2019-01-03,3883.9,3893.69,3722.41,3795.9,87.53461261,333361.13422573,3808.3350606803
2019-01-02,3827.85,3955.8,3778.1,3909.19,56.10229857,217102.86156193,3869.7676761149
2019-01-01,3706.2,3825.8,3665.95,3819.8,54.4287354,203577.88436352,3740.2648227525
2018-12-31,3838.9,3838.9,3625.5,3699.12,163.67361976,605488.01347868,3699.3622696592
2018-12-30,3754.9,3856.47,3715.2,3829.3,54.01096828,205064.01679222,3796.7106186495
2018-12-29,3890.1,3933.4,3729.9,3752.1,104.39835141,403319.4742847,3863.2743605381
2018-12-28,3601.0,3926.0,3589.7,3880.5,81.17644288,305159.6580765,3759.2144623485
2018-12-27,3814.4,3838.4,3581.1,3598.79,92.8790072,342463.91422398,3687.2047252458
2018-12-26,3787.3,3872.8,3702.1,3811.89,50.86685014,193161.08218771,3797.3863460402
2018-12-25,4031.69,4031.69,3687.94,3775.49,132.1746266,502532.92247103,3802.0377692599
2018-12-24,3962.13,4228.6,3962.13,4052.8,149.38795511,613560.94620822,4107.1647694516
2018-12-23,3982.79,4051.2,3920.4,3950.28,75.35048652,299988.84853625,3981.2463381591
2018-12-22,3861.4,4015.94,3800.46,3986.5,86.97720172,340421.85926085,3913.92057377
2018-12-21,4072.86,4150.0,3788.1,3856.8,144.73984451,578410.47797809,3996.2076782397
2018-12-20,3673.13,4168.2,3673.13,4081.1,248.15268696,986057.26615234,3973.5909299716
2018-12-19,3674.4,3922.0,3643.1,3696.6,151.42435959,568148.51856757,3752.0285382477
2018-12-18,3506.34,3680.81,3439.45,3661.74,119.52054678,422815.0550626,3537.5930453269
2018-12-17,3199.7,3567.4,3195.7,3504.9,285.50017589,973944.30593884,3411.3614918195
2018-12-16,3190.2,3262.11,3182.0,3196.28,76.77095716,247498.13117174,3223.8510541939
2018-12-15,3198.18,3231.04,3136.7,3194.5,55.53774179,176865.56337205,3184.6012760262
2018-12-14,3269.17,3288.9,3148.42,3197.8,188.23633776,605655.86213545,3217.5289284881
2018-12-13,3437.8,3439.9,3229.06,3271.1,146.76268794,494433.66705728,3368.9330305767
2018-12-12,3344.1,3483.98,3337.5,3440.0,102.59598554,350304.56528482,3414.4081119845
2018-12-11,3420.5,3420.63,3305.5,3350.0,103.50971986,348552.36313049,3367.3394498789
2018-12-10,3547.21,3597.2,3412.9,3424.52,46.36705466,161499.93785795,3483.0751929834
2018-12-09,3404.3,3637.6,3386.6,3546.31,140.86011586,493327.25363286,3502.2493813875
2018-12-08,3380.9,3481.3,3261.2,3396.23,160.84811202,543185.44039014,3377.0084930969
2018-12-07,3438.5,3569.97,3223.7,3375.9,423.22062931,1425230.4415477,3367.5826338413
2018-12-06,3701.4,3836.9,3453.7,3453.7,321.96178546,1172473.3554483,3641.6537874927
2018-12-05,3911.1,3915.4,3656.9,3701.4,111.60716409,420558.33141686,3768.2019326082
2018-12-04,3844.1,4038.5,3779.2,3911.31,160.33702581,625926.41178418,3903.8170292987
2018-12-03,4115.11,4115.11,3797.4,3840.1,103.00315363,404809.22176166,3930.0662891913
2018-12-02,4155.1,4265.5,4075.9,4102.8,67.26507267,279049.70270435,4148.5081577679
2018-12-01,3981.7,4264.4,3931.0,4156.0,134.4622536,550866.78736012,4096.8135860555
2018-11-30,4263.2,4299.1,3874.4,3983.8,179.80763534,719096.99006119,3999.2572545734
2018-11-29,4234.34,4391.1,4101.78,4229.6,213.44882969,901745.69919133,4224.645787475
2018-11-28,3783.4,4363.0,3783.4,4227.68,385.2723333,1560377.43112,4050.0635427278
2018-11-27,3739.6,3831.0,3633.4,3782.57,248.79436721,925707.99512447,3720.7755364618
2018-11-26,3951.3,4089.5,3558.0,3735.9,408.39970622,1533940.4513052,3755.9783416662
2018-11-25,3786.78,4115.0,3526.9,3977.6,767.09165763,2895006.3236208,3774.0031387711
2018-11-24,4315.8,4375.7,3684.3,3785.6,206.32564421,806207.85958713,3907.4534950515
2018-11-23,4296.95,4353.97,4132.1,4302.16,111.70564311,473875.07367851,4242.176675102
2018-11-22,4564.95,4587.7,4279.44,4280.3,74.02143268,331410.66306167,4477.2257312876
2018-11-21,4376.6,4636.6,4274.1,4557.8,267.82640313,1193614.5101621,4456.6722929954
2018-11-20,4793.16,4900.1,4098.8,4376.6,488.06501403,2199601.9213798,4506.7805684686
2018-11-19,5579.0,5579.0,4715.5,4800.4,218.47707786,1102160.3248941,5044.7412410028
2018-11-18,5517.6,5598.88,5505.5,5575.2,28.00867258,155191.8925607,5540.8513958463
2018-11-17,5518.0,5540.4,5460.3,5517.6,22.581048,124370.12372803,5507.7215073466
2018-11-16,5592.3,5620.7,5443.1,5529.4,71.13767599,394266.09976486,5542.2965999098
2018-11-15,5697.3,5733.3,5261.6,5609.0,137.87185034,766984.01993047,5563.0211536223
2018-11-14,6272.3,6298.4,5336.1,5668.01,454.20484756,2588229.0325447,5698.3738646752
2018-11-13,6331.4,6331.4,6266.3,6271.5,26.03888633,164025.59021488,6299.2552037797
2018-11-12,6368.33,6373.4,6305.1,6335.7,3.76463203,23890.366597342,6346.0031171604
2018-11-11,6350.1,6356.4,6281.0,6356.2,6.97462067,44034.593403397,6313.5467126985
2018-11-10,6329.1,6369.3,6316.7,6347.1,5.79840983,36767.582749856,6340.9768932901
2018-11-09,6401.3,6407.4,6265.8,6330.6,30.32204837,192281.26952987,6341.3021173104
2018-11-08,6498.9,6498.9,6397.3,6404.9,48.29591615,311263.78292215,6444.9296697346
2018-11-07,6452.7,6525.3,6452.7,6494.8,36.37832133,235914.51943689,6485.0303920521
2018-11-06,6398.9,6438.0,6311.4,6438.0,46.85331034,298375.21146445,6368.2845310018
2018-11-05,6413.4,6424.38,6378.1,6398.9,32.55028383,208134.81310957,6394.254937886
2018-11-04,6316.8,6435.2,6316.8,6406.9,21.77894897,139031.40072373,6383.7516179151
2018-11-03,6348.93,6348.93,6317.0,6336.5,6.34337294,40172.894444358,6333.0494398392
2018-11-02,6339.7,6366.2,6312.9,6348.7,12.73754669,80730.660132116,6338.0070037738
2018-11-01,6293.6,6359.9,6269.6,6344.8,24.92161708,157006.71256881,6300.0210646366
2018-10-31,6269.8,6337.8,6189.8,6303.2,51.32463031,322059.62869727,6274.9527225434
2018-10-30,6241.7,6288.7,6241.7,6272.0,21.97090291,137719.07359549,6268.2482444912
2018-10-29,6401.1,6416.02,6039.7,6241.7,144.80666682,901828.32969455,6227.8094613942
2018-10-28,6406.4,6427.62,6377.1,6400.1,10.02924148,64218.542589391,6403.1305575256
2018-10-27,6402.2,6421.0,6372.11,6372.4,17.03978359,108966.29224059,6394.8166750511
2018-10-26,6395.0,6431.4,6370.2,6381.05,36.5835943,233962.87392147,6395.2948964741
2018-10-25,6417.4,6429.59,6375.7,6407.5,21.52916873,137912.43884218,6405.8413295819
2018-10-24,6388.0,6443.5,6267.4,6416.8,81.90853893,521676.88586208,6369.0171095338
2018-10-23,6411.9,6411.9,6374.3,6396.7,51.78318507,330664.86431704,6385.5644234717
2018-10-22,6410.0,6424.63,6371.5,6411.9,22.71651386,145309.46008507,6396.6443522365
2018-10-21,6411.5,6449.6,6391.5,6417.6,24.49158502,157421.44614599,6427.5728180693
2018-10-20,6385.81,6421.89,6362.7,6413.2,25.00185912,160105.65320162,6403.749914483
2018-10-19,6424.66,6424.66,6369.2,6393.4,20.14417276,128746.81293004,6391.2683069165
2018-10-18,6460.0,6483.2,6380.6,6424.66,29.58945702,190600.61801105,6441.5044142993
2018-10-17,6473.9,6478.49,6424.0,6466.1,41.09161668,265120.95186696,6451.9474600278
2018-10-16,6450.0,6517.6,6407.23,6468.5,57.51070247,370872.01535435,6448.7477882541
2018-10-15,6198.4,6716.39,6180.5,6460.3,283.0027062,1833978.0554874,6480.425859219
2018-10-14,6223.0,6274.3,6178.6,6178.6,16.90977684,105558.03657692,6242.4263534469
2018-10-13,6211.9,6229.0,6211.9,6218.3,0.38649042,2405.244815625,6223.2973733864
2018-10-12,6169.0,6250.0,6150.0,6217.0,32.33524966,200581.56821423,6203.1860067053
2018-10-11,6519.4,6519.4,6117.9,6169.0,81.06665448,508180.15120432,6268.6705707054
2018-10-10,6594.32,6600.0,6468.3,6535.0,77.74228023,509585.59263693,6554.8063567126
2018-10-09,6605.9,6605.9,6545.6,6598.1,8.88887796,58530.270045279,6584.6634759376
2018-10-08,6566.35,6633.4,6552.1,6607.7,20.57955663,135652.95182159,6591.6362660523
2018-10-07,6563.9,6580.9,6516.7,6546.71,12.68409242,83076.005446481,6549.6215807674
2018-10-06,6579.6,6583.7,6537.9,6549.13,11.46948049,75238.755315125,6559.9096123599
2018-10-05,6542.2,6594.0,6513.7,6594.0,50.60674465,331930.45983589,6559.0162365027
2018-10-04,6475.0,6601.4,6475.0,6546.6,47.30009272,308964.53893963,6532.0070463412
2018-10-03,6497.0,6504.88,6403.62,6475.0,18.00826532,116277.48501034,6456.8953724379
2018-10-02,6557.6,6585.09,6475.9,6503.0,29.46523925,192347.25036797,6527.9378435037
2018-10-01,6599.4,6629.53,6498.7,6558.19,23.7853402,156141.35311844,6564.6045759918
2018-09-30,6564.6,6625.0,6522.6,6600.2,18.98837721,125037.45297644,6584.9467594624
2018-09-29,6610.8,6612.64,6467.69,6576.6,48.77452737,318312.02472444,6526.193935407
2018-09-28,6686.2,6750.0,6541.4,6618.1,76.90225435,510598.73907689,6639.5808990597
2018-09-27,6468.4,6711.6,6441.6,6680.0,23.95766777,156426.72629249,6529.2969163036
2018-09-26,6418.0,6531.6,6400.4,6476.3,40.2511904,260946.22781765,6482.9443607622
2018-09-25,6570.01,6570.01,6331.4,6417.8,53.86367105,345512.25662227,6414.5694099005
2018-09-24,6667.1,6671.68,6560.0,6570.01,17.75289216,117429.67522043,6614.6785640377
2018-09-23,6691.72,6750.0,6659.8,6698.13,11.96442068,80043.765333228,6690.1496924988
2018-09-22,6625.0,6739.98,6625.0,6691.72,31.32408786,209427.24636203,6685.8210619907
2018-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-20,6350.04,6401.7,6350.0,6374.7,18.49891605,117940.76481322,6375.5500319287
2018-09-19,6330.3,6481.4,6110.0,6350.0,158.85595599,1006429.7301403,6335.4862829547
2018-09-18,6251.3,6376.0,6233.3,6340.0,70.31807437,443597.78073481,6308.4460817384
2018-09-17,6499.1,6515.4,6212.3,6253.8,68.28496701,434016.14001643,6355.9544511879
2018-09-16,6482.78,6499.1,6385.8,6492.0,41.0323044,264237.24933817,6439.7370121424
2018-09-15,6477.9,6551.0,6471.53,6513.13,21.07540209,137181.67939119,6509.0895445492
2018-09-14,6486.3,6583.5,6422.52,6486.06,67.45636249,437723.20280295,6488.9831981058
2018-09-13,6323.6,6515.6,6323.6,6505.4,63.38207399,406811.81150029,6418.4048563081
2018-09-12,6278.48,6334.0,6205.1,6334.0,44.52017679,279190.91134851,6271.1096738327
2018-09-11,6305.71,6380.88,6201.56,6278.48,98.96462626,624192.50454211,6307.2284323312
2018-09-10,6231.5,6337.9,6231.5,6299.67,66.60586083,418981.58435514,6290.4612166866
2018-09-09,6182.5,6414.5,6161.33,6241.3,132.27295255,836188.94213795,6321.6925759774
2018-09-08,6395.59,6464.6,6142.6,6204.0,113.28065195,711545.58729844,6281.2631729248
2018-09-07,6496.9,6542.1,6354.83,6395.59,79.67066194,514776.47180658,6461.30531957
2018-09-06,6665.3,6687.4,6271.5,6498.37,158.86146621,1018333.1946741,6410.1963740407
2018-09-05,7352.6,7382.34,6661.9,6680.9,161.10809696,1140415.3558061,7078.5725691321
2018-09-04,7254.8,7378.9,7235.0,7352.6,39.52703475,289200.17774603,7316.5158878008
2018-09-03,7295.67,7317.8,7190.9,7240.0,24.80554106,179989.03601598,7256.0012128186
2018-09-02,7182.8,7321.6,7135.2,7287.7,29.768857,215753.69192102,7247.6310367247
2018-09-01,7010.5,7233.0,7009.71,7185.9,91.24815143,648287.99841079,7104.669938526
2018-08-31,6985.5,7063.3,6893.78,7007.0,58.69356274,409866.41199354,6983.1578261685
2018-08-30,7024.7,7036.7,6808.8,6984.1,93.13021899,646085.57722461,6937.4429076988
2018-08-29,7074.68,7093.95,6929.29,7022.4,113.18654318,794106.8070124,7015.9118275176
2018-08-28,6886.5,7116.3,6831.2,7074.0,81.12909324,566053.23932794,6977.1917412341
2018-08-27,6686.1,6900.9,6647.3,6881.5,68.98307432,464460.21723587,6732.959089085
2018-08-26,6717.0,6755.1,6565.0,6701.6,79.34558673,528581.47780007,6661.7627972019
2018-08-25,6677.8,6786.3,6657.3,6735.1,110.99763185,744787.12630687,6709.9370850845
2018-08-24,6519.1,6709.3,6464.05,6676.5,111.90493202,731620.43828246,6537.8748288923
2018-08-23,6359.53,6535.4,6355.4,6511.9,129.47917924,832912.5954601,6432.7917457388
2018-08-22,6480.83,6863.47,6250.0,6340.51,320.11272648,2090095.3958166,6529.2480520832
2018-08-21,6258.9,6490.81,6256.03,6471.21,134.81586844,862366.38323691,6396.6237299484
2018-08-20,6489.4,6520.8,6256.01,6262.34,155.05038217,996037.10108359,6423.9577300204
2018-08-19,6402.1,6542.0,6335.6,6486.9,141.56235149,907754.83147706,6412.4028876504
2018-08-18,6588.7,6615.5,6327.3,6405.6,144.29028005,930099.03524567,6446.0269598435
2018-08-17,6325.5,6583.88,6304.2,6582.64,143.91470967,931340.32065259,6471.4741306721
2018-08-16,6254.2,6464.37,6220.4,6320.35,158.13156447,1001337.3497989,6332.3053379953
2018-08-15,6190.0,6593.4,6185.48,6264.6,329.42363576,2096869.9769319,6365.2687582489
2018-08-14,6275.3,6277.36,5925.0,6190.0,247.52604608,1508130.2475557,6092.814358083
2018-08-13,6340.8,6537.4,6161.0,6281.65,138.19145507,876809.78178167,6344.8914503254
2018-08-12,6257.83,6467.09,6190.3,6332.3,222.34440971,1410609.3175798,6344.2535812778
2018-08-11,6200.0,6490.89,6091.4,6258.19,279.52838822,1743475.0699855,6237.202171442
2018-08-10,6557.41,6580.2,6052.6,6189.0,266.46978864,1689880.5256179,6341.7340263698
2018-08-09,6270.28,6618.69,6205.9,6535.31,346.38714236,2220166.0246656,6409.4931744267
2018-08-08,6714.5,6714.5,6115.0,6271.94,261.1632522,1664258.0463638,6372.4817038553
2018-08-07,6931.1,7134.08,6685.34,6707.5,175.13800628,1210509.1626489,6911.7445628199
2018-08-06,7028.0,7150.92,6825.5,6930.86,111.06554942,774725.1686023,6975.3868111942
2018-08-05,7007.18,7058.05,6880.49,7037.1,80.71704204,562952.70070762,6974.397060148
2018-08-04,7399.1,7460.24,6914.7,7003.5,122.71697824,874756.84323189,7128.2462767385
2018-08-03,7530.96,7541.39,7287.4,7399.09,90.09788849,666491.36460206,7397.4138103806
2018-08-02,7593.74,7673.4,7457.63,7534.9,74.00927568,559681.04957306,7562.309513648
2018-08-01,7708.59,7731.72,7439.9,7592.8,96.10036102,725713.97147554,7551.6258604326
2018-07-31,8138.0,8141.3,7636.0,7717.34,118.72305546,935314.53045873,7878.1204445488
2018-07-30,8186.2,8237.3,7846.24,8153.99,74.17402943,599034.08197706,8076.0622900012
2018-07-29,8211.7,8241.3,8130.0,8176.3,31.43844783,257183.91697137,8180.5538989096
2018-07-28,8184.76,8213.8,8053.0,8203.7,36.20538576,295530.6893023,8162.6167792088
2018-07-27,7928.28,8257.9,7779.0,8167.25,58.46128177,468574.26578843,8015.1213179333
2018-07-26,8157.66,8286.2,7834.7,7922.5,145.28310873,1183028.4314639,8142.9179331678
2018-07-25,8351.2,8475.8,8023.21,8152.6,124.28041266,1023524.6841386,8235.6073835926
2018-07-24,7713.94,8462.81,7700.74,8385.1,137.232087,1101739.9400706,8028.2969104052
2018-07-23,7379.1,7794.2,7372.39,7713.94,140.71797869,1079991.4731735,7674.8648838447
2018-07-22,7401.87,7528.63,7326.03,7395.43,100.61959331,746368.56200756,7417.7258867273
2018-07-21,7336.8,7438.3,7207.43,7409.7,87.5915357,642555.48488012,7335.8170940268
2018-07-20,7434.83,7615.82,7287.2,7336.96,138.95135914,1036154.2987047,7456.9569172812
2018-07-19,7310.12,7462.4,7258.53,7435.96,36.64818563,269289.73305707,7347.9690311499
2018-07-18,7299.3,7488.7,7203.51,7311.11,57.10607673,420509.71079805,7363.6596116773
2018-07-17,6731.9,7425.0,6660.54,7299.3,178.58190822,1242245.1066529,6956.1643675718
2018-07-16,6342.4,6747.35,6318.0,6728.3,125.62379297,817392.16055235,6506.6667804526
2018-07-15,6255.1,6389.99,6220.5,6342.7,69.20477786,437499.47951226,6321.8103293
2018-07-14,6222.4,6300.0,6200.0,6248.03,59.39939829,370787.53389634,6242.2776083704
2018-07-13,6230.7,6325.0,6123.7,6218.3,65.19554975,406476.51458032,6234.7279245133
2018-07-12,6371.64,6371.64,6077.51,6225.3,132.92559354,824934.08220261,6205.9838157079
2018-07-11,6312.7,6395.28,6290.8,6377.6,93.68009392,594277.81084153,6343.6935849896
2018-07-10,6653.1,6674.59,6275.99,6308.4,121.59359681,784744.36995808,6453.8297290794
2018-07-09,6691.7,6788.0,6635.0,6647.98,94.8955666,635810.54263067,6700.1079756519
2018-07-08,6739.65,6740.0,6658.96,6691.7,37.1669,249622.81448,6716.2667448725
2018-07-07,6595.91,6748.8,6499.4,6724.47,89.20359711,587945.2238574,6591.0483759123
2018-07-06,6541.37,6612.9,6441.6,6595.1,112.26231748,734472.60337506,6542.4678544152
2018-07-05,6574.0,6652.6,6450.0,6539.9,152.75474299,1004111.1626133,6573.3550589589
2018-07-04,6505.9,6766.89,6406.63,6573.5,95.8203204,627062.37184537,6544.1481433971
2018-07-03,6610.0,6650.2,6461.5,6503.3,86.0556059,565534.14873968,6571.7293234429
2018-07-02,6349.89,6660.3,6291.8,6600.0,147.96077627,964723.11550252,6520.1274271641
2018-07-01,6389.1,6436.1,6267.6,6355.6,47.92488482,304276.75461923,6349.0346562555
2018-06-30,6195.7,6475.74,6194.5,6382.2,132.26834386,841189.54403993,6359.7193363991
2018-06-29,5882.0,6284.59,5826.7,6191.0,155.93093917,936092.18257837,6003.2485378532
2018-06-28,6155.47,6175.8,5855.07,5885.8,196.26485309,1188924.7108673,6057.7566087296
2018-06-27,6071.13,6180.0,6045.9,6157.8,122.49120713,748701.87124372,6112.2907414009
2018-06-26,6253.5,6295.6,6053.1,6086.7,122.00070092,758370.02532418,6216.1120354667
2018-06-25,6170.0,6350.0,6087.76,6251.5,139.33367306,869093.68039792,6237.499244161
2018-06-24,6195.1,6274.1,5859.7,6170.8,271.95081605,1664176.1655672,6119.4012569583
2018-06-23,6119.79,6273.0,6089.32,6195.0,89.9208919,556844.72204215,6192.6067488456
2018-06-22,6732.7,6752.3,5944.3,6119.5,217.81455613,1380295.3791451,6337.0208294127
2018-06-21,6770.6,6812.99,6696.81,6737.6,78.02521486,526939.03367083,6753.4454678057
2018-06-20,6748.3,6807.7,6584.4,6765.3,121.47610623,812784.83950555,6690.9029662726
2018-06-19,6710.0,6799.7,6673.0,6750.2,83.55415208,561886.96358453,6724.8239566424
2018-06-18,6466.6,6762.0,6401.72,6701.7,161.34953344,1062026.424778,6582.1474790499
2018-06-17,6509.11,6564.0,6458.0,6464.7,48.79719211,318363.06752918,6524.20874569
2018-06-16,6429.0,6550.02,6355.95,6506.7,93.16764564,604325.94329337,6486.4357056793
2018-06-15,6665.87,6684.8,6400.0,6415.1,129.73290345,850236.84985243,6553.7487194227
2018-06-14,6339.4,6730.32,6300.61,6659.9,236.42661608,1539650.774978,6512.1719394614
2018-06-13,6582.3,6666.4,6260.0,6337.2,304.7635293,1979000.6120908,6493.5611443937
2018-06-12,6902.2,6936.55,6521.2,6585.9,136.73741302,910928.28007578,6661.8803146622
2018-06-11,6784.2,6937.45,6674.8,6937.45,135.60413371,919533.27274744,6781.0121092174
2018-06-10,7511.7,7511.7,6681.28,6791.7,142.16301513,999481.90713698,7030.5339699148
2018-06-09,7625.22,7684.5,7496.6,7507.2,44.04418024,335572.87293443,7619.0059868494
2018-06-08,7688.3,7706.4,7554.2,7626.9,48.0787793,366620.41763986,7625.4102740886
2018-06-07,7671.0,7751.7,7649.3,7699.7,99.39848935,764303.97721341,7689.2916805019
2018-06-06,7622.3,7700.0,7455.5,7663.6,89.0683047,674492.18809505,7572.7520622165
